id,region,year,manufacturer,condition,cylinders,fuel,odometer,transmission,drive,size,type,paint_color,price
16439,myrtle beach,-0.433006580980463,bmw,excellent,6 cylinders,gas,0.2559360234692178,automatic,rwd,full-size,coupe,black,14842
16440,dayton / springfield,0.26334245903837916,chevrolet,excellent,4 cylinders,gas,1.2193142456506112,automatic,fwd,mid-size,sedan,blue,11733
16441,wichita,-0.6862244137145874,ram,good,8 cylinders,gas,1.2837051724065613,manual,4wd,full-size,truck,black,17366
16442,oklahoma city,0.13673354267131696,toyota,like new,6 cylinders,gas,1.8393643751710775,manual,fwd,full-size,van,green,6237
16443,maine,0.32664691722191025,toyota,like new,4 cylinders,gas,0.6461031043428505,automatic,fwd,full-size,SUV,silver,4589
16444,humboldt county,0.32664691722191025,bmw,like new,8 cylinders,gas,-0.7145779579272521,automatic,rwd,full-size,SUV,black,7555
16445,cape cod / islands,-0.05317983187927637,chevrolet,excellent,8 cylinders,gas,-0.2660565996810397,automatic,4wd,full-size,pickup,silver,21272
16446,baltimore,-0.2430932064298697,chrysler,excellent,6 cylinders,gas,1.071120421572579,automatic,fwd,mid-size,sedan,grey,7635
16447,boulder,0.32664691722191025,lexus,good,6 cylinders,gas,-0.18369099983118856,manual,fwd,mid-size,sedan,white,7201
16448,milwaukee,-0.6229199555310564,chrysler,fair,4 cylinders,gas,1.8755166339431943,manual,fwd,mid-size,coupe,white,3304
16449,"washington, DC",-1.002746704632243,chevrolet,excellent,8 cylinders,gas,0.14154405406165407,automatic,4wd,full-size,truck,black,24477
16450,albany,0.20003800085484805,ford,excellent,8 cylinders,diesel,-0.4817526768078516,automatic,4wd,full-size,truck,white,17789
16451,boise,0.32664691722191025,cadillac,excellent,8 cylinders,gas,-0.7857495468757275,manual,4wd,full-size,sedan,black,8156
16452,"washington, DC",0.010124626304254735,ford,excellent,8 cylinders,gas,1.3029311397704046,automatic,4wd,full-size,truck,silver,18417
16453,cumberland valley,0.26334245903837916,chevrolet,excellent,8 cylinders,diesel,0.9972095127358516,automatic,4wd,full-size,truck,white,20457
16454,seattle-tacoma,0.5165602917725036,mitsubishi,good,4 cylinders,other,-0.2776395263690192,automatic,fwd,compact,sedan,black,5695
16455,bakersfield,-1.572486828284023,ford,good,8 cylinders,gas,-0.5177020229956536,manual,rwd,full-size,truck,white,44439
16456,tampa bay area,0.07342908448778585,honda,excellent,6 cylinders,gas,0.7548980682997263,automatic,fwd,mid-size,SUV,blue,22600
16457,nashville,0.20003800085484805,lincoln,like new,4 cylinders,gas,4.003173446159827,automatic,fwd,full-size,sedan,black,7581
16458,rochester,0.3899513754054414,chevrolet,excellent,6 cylinders,gas,-0.3020566740149204,automatic,4wd,full-size,SUV,blue,36679
16459,"washington, DC",0.26334245903837916,volkswagen,good,4 cylinders,gas,1.1892493644079434,manual,fwd,compact,sedan,silver,7923
16460,central NJ,0.3899513754054414,volkswagen,excellent,4 cylinders,gas,-0.9422120587645947,automatic,fwd,compact,sedan,silver,9538
16461,kennewick-pasco-richland,0.5798647499560347,ram,like new,6 cylinders,diesel,-1.3676521105449795,manual,4wd,full-size,truck,white,41517
16462,"washington, DC",0.26334245903837916,kia,like new,4 cylinders,gas,-1.2904946003592126,automatic,fwd,full-size,sedan,black,10345
16463,toledo,0.13673354267131696,chevrolet,good,4 cylinders,gas,1.6153150633232993,manual,fwd,mid-size,sedan,green,5237
16464,brunswick,0.20003800085484805,bmw,like new,4 cylinders,gas,-0.7026230248346952,automatic,fwd,compact,sedan,black,8336
16465,louisville,0.20003800085484805,cadillac,excellent,6 cylinders,gas,-0.5462450598559592,automatic,rwd,full-size,coupe,black,27009
16466,"washington, DC",-0.2430932064298697,pontiac,good,4 cylinders,gas,0.3337699089360346,automatic,fwd,mid-size,hatchback,white,9101
16467,las vegas,0.3899513754054414,bmw,excellent,6 cylinders,gas,-1.9291619594905771,manual,rwd,mid-size,sedan,black,20839
16468,central NJ,-0.7495288718981186,dodge,fair,6 cylinders,gas,0.7686453958870654,automatic,rwd,mid-size,SUV,black,2601
16469,minneapolis / st paul,0.26334245903837916,toyota,good,4 cylinders,hybrid,-0.48973390512424037,automatic,fwd,compact,hatchback,black,7834
16470,fargo / moorhead,0.07342908448778585,ford,excellent,4 cylinders,gas,0.14888272586104545,manual,fwd,full-size,sedan,grey,7366
16471,greenville / upstate,0.3899513754054414,chevrolet,like new,4 cylinders,gas,-1.4149983802184722,automatic,rwd,mid-size,sedan,black,21372
16472,dayton / springfield,0.5165602917725036,mitsubishi,excellent,4 cylinders,gas,-0.5508951399131773,automatic,fwd,mid-size,sedan,blue,10830
16473,knoxville,-0.05317983187927637,ford,good,6 cylinders,gas,0.09223629607311663,automatic,4wd,mid-size,SUV,silver,3180
16474,chicago,-1.3825734537334295,chevrolet,fair,8 cylinders,gas,0.12933548023870345,manual,rwd,mid-size,coupe,green,1456
16475,lima / findlay,0.07342908448778585,ford,good,8 cylinders,other,-0.36541612846726945,automatic,fwd,full-size,SUV,silver,7639
16476,kennewick-pasco-richland,-0.5596154973475252,ford,fair,8 cylinders,gas,0.9951127493645969,manual,rwd,full-size,truck,green,3341
16477,humboldt county,-0.6229199555310564,jeep,fair,6 cylinders,gas,1.1804564857542947,manual,4wd,full-size,SUV,red,5625
16478,harrisonburg,0.4532558335889725,ford,good,6 cylinders,gas,-0.02088746968247852,automatic,fwd,full-size,sedan,black,4865
16479,south jersey,0.20003800085484805,chevrolet,excellent,6 cylinders,other,-0.0016445929366089725,automatic,fwd,mid-size,sedan,silver,15755
16480,north jersey,-0.05317983187927637,toyota,like new,4 cylinders,gas,0.37925614658664014,automatic,fwd,full-size,sedan,silver,14828
16481,charlotte,0.4532558335889725,bmw,excellent,6 cylinders,gas,-1.6920416953365098,automatic,fwd,mid-size,sedan,red,19247
16482,syracuse,-1.1293556209993052,bmw,excellent,8 cylinders,gas,-0.44196490090009144,automatic,rwd,full-size,SUV,black,17488
16483,central NJ,0.6431692081395658,nissan,like new,6 cylinders,gas,-0.9274332588736545,other,4wd,full-size,SUV,white,24359
16484,colorado springs,0.010124626304254735,chevrolet,fair,4 cylinders,gas,0.24523238464660316,automatic,fwd,full-size,SUV,brown,7013
16485,humboldt county,0.010124626304254735,ford,good,8 cylinders,diesel,1.2361559901487538,automatic,4wd,full-size,pickup,black,15316
16486,el paso,0.07342908448778585,bmw,excellent,6 cylinders,gas,-0.14241519830511865,automatic,rwd,mid-size,coupe,black,30790
16487,lehigh valley,-1.066051162815774,dodge,good,6 cylinders,gas,-0.45006449489066397,manual,rwd,full-size,truck,white,14492
16488,chattanooga,0.26334245903837916,toyota,like new,4 cylinders,hybrid,-0.09508583801365214,other,fwd,sub-compact,hatchback,white,22950
16489,springfield,-0.7495288718981186,ford,good,6 cylinders,diesel,1.221072821381341,manual,4wd,full-size,truck,silver,15651
16490,des moines,0.010124626304254735,chevrolet,good,4 cylinders,gas,1.5327634602711595,automatic,fwd,full-size,SUV,silver,7054
16491,eugene,-0.11648429006280749,ford,good,6 cylinders,gas,0.6978289039611413,automatic,fwd,full-size,truck,white,2748
16492,las vegas,0.26334245903837916,gmc,good,4 cylinders,gas,1.4916905713294046,automatic,fwd,full-size,SUV,black,13867
16493,milwaukee,0.07342908448778585,volvo,excellent,5 cylinders,gas,0.8231105153936084,automatic,4wd,full-size,sedan,black,9133
16494,south florida,0.20003800085484805,chevrolet,excellent,4 cylinders,gas,-0.5262243515368823,automatic,fwd,mid-size,sedan,white,18872
16495,wichita,0.4532558335889725,fiat,good,4 cylinders,gas,-0.37507138560425674,other,fwd,compact,coupe,blue,7882
16496,central NJ,0.26334245903837916,honda,excellent,4 cylinders,gas,0.015958073752714578,automatic,fwd,mid-size,coupe,silver,5878
16497,rhode island,0.5165602917725036,ford,excellent,6 cylinders,gas,-1.094092128124349,automatic,fwd,full-size,pickup,white,16138
16498,elmira-corning,0.26334245903837916,honda,excellent,4 cylinders,gas,0.15204478029995372,automatic,fwd,full-size,sedan,red,7515
16499,las vegas,0.5165602917725036,bmw,excellent,6 cylinders,gas,-0.35342737661066004,automatic,rwd,compact,sedan,black,21792
16500,rochester,0.3899513754054414,volkswagen,like new,4 cylinders,gas,0.11168208540330114,automatic,fwd,compact,sedan,black,2183
16501,fargo / moorhead,-1.1293556209993052,nissan,excellent,6 cylinders,gas,-0.2650758555235173,automatic,rwd,mid-size,SUV,silver,8081
16502,eastern panhandle,0.20003800085484805,mazda,excellent,4 cylinders,gas,-0.005516841420619628,automatic,fwd,full-size,sedan,blue,6223
16503,cape cod / islands,-3.345011657422894,chevrolet,good,6 cylinders,gas,1.228580587000995,manual,fwd,full-size,sedan,green,8360
16504,greensboro,0.20003800085484805,ford,excellent,6 cylinders,gas,-1.125526669311143,automatic,4wd,full-size,SUV,black,21369
16505,tulsa,-1.2559645373663675,ford,excellent,8 cylinders,diesel,0.2399228386903615,automatic,rwd,full-size,truck,white,6552
16506,oregon coast,-0.05317983187927637,bmw,excellent,6 cylinders,gas,0.35526173349139506,automatic,rwd,mid-size,SUV,orange,3560
16507,eastern CT,-0.7495288718981186,bmw,excellent,8 cylinders,other,1.528891211787149,automatic,rwd,full-size,sedan,green,15880
16508,delaware,0.26334245903837916,ford,excellent,8 cylinders,diesel,0.564532245448233,automatic,4wd,full-size,pickup,black,22626
16509,reno / tahoe,0.5798647499560347,chevrolet,excellent,6 cylinders,gas,-1.3469042987987738,manual,rwd,mid-size,coupe,white,36600
16510,rhode island,0.3899513754054414,ford,excellent,6 cylinders,gas,-0.30455926255480503,automatic,rwd,full-size,truck,silver,14375
16511,billings,0.4532558335889725,ford,excellent,4 cylinders,gas,-1.7690301117020142,automatic,fwd,mid-size,SUV,white,19513
16512,st george,0.3899513754054414,nissan,excellent,4 cylinders,gas,-0.8085603032291352,automatic,fwd,compact,sedan,silver,4972
16513,space coast,0.5165602917725036,honda,excellent,4 cylinders,gas,-0.8693326222314685,automatic,fwd,compact,hatchback,blue,32331
16514,dayton / springfield,0.4532558335889725,mitsubishi,excellent,4 cylinders,gas,0.8287075208442962,automatic,fwd,mid-size,SUV,white,24028
16515,santa barbara,0.13673354267131696,ford,like new,8 cylinders,gas,-0.9995855919796522,automatic,fwd,mid-size,sedan,white,13028
16516,youngstown,0.5798647499560347,honda,excellent,4 cylinders,gas,-0.4809410264705917,automatic,fwd,mid-size,SUV,blue,12559
16517,boise,-0.05317983187927637,chrysler,excellent,6 cylinders,gas,-0.23269438894325353,automatic,rwd,full-size,mini-van,black,3025
16518,pittsburgh,0.010124626304254735,toyota,good,6 cylinders,gas,2.5853894007870872,automatic,fwd,mid-size,SUV,blue,6319
16519,rhode island,0.3899513754054414,bmw,excellent,6 cylinders,gas,-0.13593890498906588,automatic,fwd,mid-size,sedan,black,4989
16520,amarillo,-0.2430932064298697,gmc,fair,6 cylinders,gas,1.4960531918921764,automatic,fwd,mid-size,SUV,silver,2119
16521,boulder,0.7697781245066281,bmw,excellent,6 cylinders,other,-0.5642366423318864,automatic,4wd,mid-size,SUV,silver,18824
16522,rochester,-0.05317983187927637,chevrolet,good,4 cylinders,other,0.6971694380621176,automatic,fwd,full-size,SUV,green,3421
16524,cincinnati,0.32664691722191025,ford,like new,4 cylinders,diesel,3.5089122095326153,automatic,fwd,mid-size,sedan,white,8945
16525,central NJ,0.20003800085484805,ford,good,10 cylinders,gas,-0.5374014530562318,automatic,rwd,full-size,van,black,19601
16526,los angeles,-0.4963110391639941,bmw,excellent,6 cylinders,gas,1.1615010685028715,automatic,fwd,mid-size,sedan,silver,2514
16527,panama city,-0.4963110391639941,bmw,good,8 cylinders,gas,-0.906820722183659,manual,rwd,full-size,convertible,black,5477
16528,tampa bay area,-1.3192689955498986,ford,good,6 cylinders,gas,1.6620864140078997,automatic,fwd,full-size,sedan,green,6554
16529,south coast,0.010124626304254735,ram,excellent,8 cylinders,gas,-0.7125995602301812,automatic,4wd,full-size,truck,black,13213
16530,ann arbor,0.5798647499560347,buick,like new,4 cylinders,gas,-0.27200870215427875,automatic,fwd,mid-size,sedan,black,15359
16531,rochester,0.32664691722191025,jeep,like new,6 cylinders,gas,0.0874847597237411,automatic,4wd,full-size,SUV,blue,23566
16532,baltimore,0.5165602917725036,jeep,excellent,4 cylinders,gas,-1.5934769075055135,automatic,fwd,mid-size,SUV,black,13614
16533,orange county,0.32664691722191025,ford,like new,10 cylinders,gas,-1.657681831059175,automatic,rwd,full-size,van,white,21767
16534,central michigan,0.3899513754054414,honda,like new,6 cylinders,gas,-0.7920398369894915,automatic,fwd,full-size,sedan,blue,24905
16535,asheville,-1.1926600791828363,pontiac,like new,6 cylinders,gas,0.9628327390764906,automatic,fwd,mid-size,sedan,silver,3114
16536,south jersey,-2.9018804501381763,ford,fair,6 cylinders,gas,0.9025338827708924,manual,fwd,mid-size,truck,white,2714
16537,orlando,0.32664691722191025,honda,good,4 cylinders,gas,-0.1766059687621909,other,fwd,compact,hatchback,blue,5741
16538,buffalo,0.13673354267131696,chevrolet,good,8 cylinders,diesel,0.16219040951570216,manual,fwd,full-size,truck,blue,5996
16539,stockton,-0.11648429006280749,bmw,excellent,6 cylinders,other,-0.8498022859911527,automatic,rwd,mid-size,sedan,silver,3367
16540,cape cod / islands,-0.05317983187927637,ford,like new,6 cylinders,diesel,2.108916834051487,manual,4wd,full-size,pickup,white,5534
16541,syracuse,0.13673354267131696,jeep,good,6 cylinders,gas,1.1736589141797433,automatic,4wd,full-size,offroad,black,2561
16542,new orleans,-0.05317983187927637,toyota,good,8 cylinders,gas,0.5382550657794445,manual,rwd,full-size,SUV,black,5259
16543,duluth / superior,-0.4963110391639941,pontiac,fair,6 cylinders,other,0.4643948850887958,automatic,fwd,mid-size,coupe,blue,5852
16544,rhode island,0.32664691722191025,bmw,excellent,6 cylinders,other,-1.0399990150223835,automatic,fwd,mid-size,convertible,silver,19217
16545,rochester,-0.1797887482463386,gmc,excellent,8 cylinders,gas,-0.07499749216647023,automatic,rwd,full-size,SUV,blue,23189
16546,"washington, DC",-0.3063976646134008,ford,good,8 cylinders,gas,0.6811224345192088,automatic,fwd,full-size,sedan,silver,8121
16547,"kansas city, MO",0.13673354267131696,nissan,fair,6 cylinders,gas,2.243988977677152,manual,fwd,full-size,other,black,7521
16548,milwaukee,0.4532558335889725,hyundai,fair,4 cylinders,gas,1.4753053801459708,automatic,fwd,compact,sedan,blue,2547
16549,daytona beach,-0.1797887482463386,dodge,excellent,4 cylinders,gas,0.43745823952098367,automatic,fwd,mid-size,SUV,red,5084
16550,lakeland,0.5165602917725036,chevrolet,excellent,8 cylinders,diesel,-0.9102025985889084,automatic,4wd,full-size,SUV,red,96818
16551,vermont,0.32664691722191025,gmc,good,6 cylinders,gas,1.8798792545059662,manual,fwd,mid-size,SUV,white,3335
16552,central NJ,-0.2430932064298697,ram,excellent,6 cylinders,gas,0.709090552390622,automatic,4wd,mid-size,pickup,white,3893
16553,vermont,0.20003800085484805,chevrolet,good,8 cylinders,gas,-0.3544081207681824,automatic,rwd,full-size,truck,black,6047
16554,dallas / fort worth,0.07342908448778585,bmw,excellent,6 cylinders,gas,-0.37628886111014653,automatic,fwd,full-size,sedan,black,6140
16555,great falls,0.32664691722191025,ford,excellent,4 cylinders,gas,0.20836993182938382,automatic,rwd,mid-size,sedan,black,3208
16556,"washington, DC",0.20003800085484805,ford,excellent,8 cylinders,gas,-0.4379404679778446,manual,4wd,mid-size,truck,black,22314
16557,raleigh / durham / CH,-0.8128333300816497,toyota,good,6 cylinders,gas,0.45438453092925735,automatic,fwd,full-size,sedan,brown,1997
16558,rochester,0.4532558335889725,ford,like new,4 cylinders,gas,-0.4279977513464111,automatic,rwd,mid-size,SUV,black,17356
16559,cedar rapids,-1.5091823701004918,chevrolet,good,8 cylinders,gas,-0.619969965490398,automatic,4wd,full-size,pickup,custom,7265
16560,albany,0.26334245903837916,chevrolet,good,8 cylinders,gas,0.4752337989676204,automatic,fwd,full-size,SUV,grey,10544
16561,dayton / springfield,0.26334245903837916,volkswagen,excellent,4 cylinders,gas,-1.508490353441594,automatic,fwd,mid-size,sedan,blue,7297
16562,lexington,-1.066051162815774,honda,excellent,6 cylinders,gas,3.011116912061918,manual,fwd,full-size,SUV,green,3464
16563,south jersey,0.4532558335889725,bmw,excellent,6 cylinders,gas,-1.237213137594507,automatic,rwd,full-size,sedan,brown,33768
16564,richmond,0.32664691722191025,ford,excellent,4 cylinders,gas,-0.3411680746416307,automatic,fwd,mid-size,other,black,8861
16565,wichita,0.4532558335889725,chevrolet,excellent,8 cylinders,gas,0.08643637803811377,automatic,4wd,full-size,SUV,white,25720
16566,pueblo,0.07342908448778585,ford,good,4 cylinders,gas,0.3581701471999096,manual,4wd,mid-size,pickup,green,12927
16567,little rock,-0.3063976646134008,toyota,fair,6 cylinders,gas,0.41493494266202213,manual,fwd,full-size,SUV,black,6544
16568,st augustine,-0.11648429006280749,volkswagen,fair,4 cylinders,gas,-0.21436461882680136,manual,fwd,compact,coupe,red,1369
16569,bismarck,-0.6229199555310564,ford,fair,8 cylinders,gas,1.5349447705525454,manual,rwd,full-size,pickup,green,13673
16570,long island,0.7697781245066281,chevrolet,good,4 cylinders,gas,-1.0576524098577857,manual,rwd,full-size,coupe,white,20724
16571,denver,0.32664691722191025,volkswagen,good,4 cylinders,gas,0.7468661118372587,automatic,fwd,compact,SUV,black,6503
16572,albuquerque,0.010124626304254735,mazda,fair,4 cylinders,gas,2.9349401460336733,manual,fwd,compact,sedan,green,2040
16573,rhode island,0.07342908448778585,bmw,excellent,6 cylinders,gas,-0.30014591384595446,automatic,fwd,mid-size,SUV,red,7661
16574,fargo / moorhead,-0.5596154973475252,toyota,excellent,6 cylinders,gas,-0.2554713265326088,automatic,fwd,mid-size,sedan,black,6257
16575,western slope,0.13673354267131696,bmw,excellent,6 cylinders,gas,-1.4869139819761024,automatic,4wd,full-size,truck,black,19887
16576,south jersey,0.13673354267131696,subaru,excellent,4 cylinders,gas,0.5251502947091028,automatic,4wd,mid-size,SUV,black,21258
16577,visalia-tulare,0.010124626304254735,gmc,excellent,8 cylinders,gas,0.36949943315749534,automatic,4wd,full-size,pickup,black,3077
16578,st george,-0.05317983187927637,jeep,excellent,6 cylinders,gas,-0.822899459187393,manual,4wd,full-size,SUV,black,8427
16579,flint,0.010124626304254735,jeep,excellent,6 cylinders,gas,2.0801032470787617,automatic,4wd,full-size,SUV,black,3906
16580,charleston,-0.433006580980463,jeep,good,8 cylinders,gas,0.9044277335578321,manual,4wd,mid-size,SUV,green,2934
16581,santa fe / taos,0.20003800085484805,ford,like new,8 cylinders,gas,0.14107059136491915,automatic,rwd,full-size,sedan,grey,6008
16582,central NJ,-0.05317983187927637,toyota,excellent,6 cylinders,gas,1.3755062074270585,automatic,fwd,mid-size,sedan,grey,4973
16583,western massachusetts,0.3899513754054414,jeep,excellent,6 cylinders,gas,0.007317379537302153,automatic,4wd,mid-size,offroad,white,9097
16584,tulsa,-1.3192689955498986,ram,excellent,8 cylinders,diesel,-0.21843977989512697,automatic,4wd,full-size,truck,white,29963
16585,lexington,0.07342908448778585,chevrolet,good,other,diesel,1.1101980034352368,automatic,4wd,full-size,truck,silver,6374
16586,fayetteville,0.32664691722191025,ford,like new,6 cylinders,gas,-0.37975528442552725,automatic,fwd,full-size,SUV,black,9917
16587,memphis,0.26334245903837916,jeep,like new,8 cylinders,gas,-1.5554138885644306,automatic,4wd,full-size,other,blue,23651
16588,hudson valley,0.20003800085484805,chevrolet,good,4 cylinders,gas,1.2093715290191778,manual,fwd,mid-size,hatchback,black,3664
16589,bismarck,-0.8128333300816497,chevrolet,like new,4 cylinders,gas,-0.7774977684469188,manual,fwd,full-size,coupe,green,17389
16590,colorado springs,-0.05317983187927637,ford,excellent,6 cylinders,gas,1.380393018832644,automatic,4wd,mid-size,SUV,silver,5262
16591,charlotte,0.26334245903837916,bmw,excellent,6 cylinders,other,-0.2919617729452507,automatic,fwd,mid-size,sedan,black,6940
16592,south florida,0.5165602917725036,honda,excellent,6 cylinders,gas,0.8003843059503318,automatic,fwd,mid-size,sedan,black,10774
16593,flint,0.3899513754054414,ram,excellent,6 cylinders,diesel,-0.14309157358616853,manual,4wd,full-size,truck,black,14705
16594,ft myers / SW florida,0.5165602917725036,chevrolet,good,6 cylinders,diesel,-1.8620148034643487,automatic,4wd,full-size,truck,black,79195
16595,boulder,0.07342908448778585,bmw,excellent,6 cylinders,diesel,-0.788793235640452,manual,4wd,mid-size,sedan,black,6006
16597,new haven,0.20003800085484805,audi,excellent,6 cylinders,gas,0.8607677091660613,automatic,fwd,mid-size,sedan,black,6893
16598,orlando,-1.002746704632243,bmw,excellent,6 cylinders,gas,-1.0197753941189915,automatic,rwd,full-size,sedan,black,21001
16599,killeen / temple / ft hood,-1.002746704632243,ram,fair,6 cylinders,diesel,0.8432834081509215,automatic,4wd,full-size,pickup,black,4290
16600,long island,0.010124626304254735,lincoln,excellent,6 cylinders,gas,-0.43699354258437473,automatic,rwd,full-size,coupe,white,2458
16601,syracuse,-0.11648429006280749,hyundai,good,4 cylinders,gas,1.4891710734074937,manual,fwd,full-size,SUV,white,2227
16602,boise,0.13673354267131696,ford,excellent,6 cylinders,gas,-1.0247467524347083,automatic,4wd,full-size,truck,black,14374
16603,yakima,-0.11648429006280749,honda,excellent,4 cylinders,gas,0.21087252036926843,automatic,fwd,mid-size,SUV,blue,7502
16604,memphis,0.010124626304254735,ram,good,6 cylinders,gas,2.0594230728606613,automatic,4wd,full-size,truck,black,5619
16605,tulsa,-0.2430932064298697,chevrolet,good,8 cylinders,gas,0.557430304997209,automatic,fwd,full-size,pickup,white,5421
16606,rhode island,0.13673354267131696,chevrolet,excellent,6 cylinders,gas,-0.7189574878720503,manual,4wd,full-size,pickup,brown,44567
16607,nashville,-0.8128333300816497,ford,excellent,6 cylinders,gas,0.5635176825266581,automatic,4wd,full-size,SUV,black,19675
16608,albuquerque,0.13673354267131696,ford,excellent,8 cylinders,diesel,-0.4217581893787258,automatic,4wd,full-size,truck,white,16128
16609,rhode island,-0.05317983187927637,jeep,excellent,6 cylinders,gas,-1.9451582348874072,automatic,4wd,full-size,truck,silver,25164
16610,central NJ,0.3899513754054414,ford,excellent,4 cylinders,gas,-0.6905328166859284,automatic,fwd,full-size,SUV,black,36888
16611,muncie / anderson,0.6431692081395658,jeep,like new,6 cylinders,gas,-1.3961613286412327,automatic,4wd,mid-size,truck,white,24020
16612,pueblo,-0.433006580980463,ford,like new,8 cylinders,gas,-0.6153198854331798,automatic,4wd,full-size,truck,green,15333
16613,huntsville / decatur,0.07342908448778585,chevrolet,new,4 cylinders,gas,-0.005584478948724618,automatic,fwd,full-size,hatchback,black,6496
16614,dallas / fort worth,0.26334245903837916,chevrolet,excellent,4 cylinders,gas,0.0018556491428242407,automatic,fwd,full-size,SUV,black,6296
16615,south bend / michiana,0.3899513754054414,chevrolet,excellent,6 cylinders,gas,-1.2218425093326482,automatic,4wd,mid-size,truck,white,19875
16616,rhode island,-0.11648429006280749,bmw,excellent,4 cylinders,gas,-0.9514445813509258,automatic,fwd,mid-size,SUV,black,21505
16617,rhode island,0.13673354267131696,honda,fair,4 cylinders,gas,1.1260590037758569,automatic,fwd,compact,SUV,silver,6273
16618,pittsburgh,0.4532558335889725,volkswagen,like new,4 cylinders,gas,-0.9632642393872728,manual,fwd,full-size,coupe,silver,35289
16619,south bend / michiana,-0.8128333300816497,chevrolet,excellent,6 cylinders,gas,0.7397472620042086,automatic,fwd,full-size,sedan,grey,24089
16620,columbus,-0.3063976646134008,dodge,good,6 cylinders,gas,2.337700772866615,automatic,fwd,full-size,mini-van,blue,3072
16621,fort collins / north CO,0.3899513754054414,ram,excellent,8 cylinders,gas,-0.42916449870622214,automatic,4wd,full-size,pickup,grey,15839
16622,rochester,-0.3063976646134008,jeep,excellent,6 cylinders,gas,-0.7897401610339219,automatic,fwd,mid-size,SUV,brown,4561
16623,knoxville,0.3899513754054414,ford,excellent,4 cylinders,gas,-0.2386634007985189,automatic,fwd,mid-size,sedan,white,16941
16624,fayetteville,-1.3192689955498986,buick,excellent,8 cylinders,gas,-0.534611405021901,manual,fwd,full-size,coupe,green,6183
16625,knoxville,0.07342908448778585,honda,good,6 cylinders,gas,0.6495864370402574,automatic,fwd,full-size,pickup,silver,20074
16626,syracuse,0.3899513754054414,chevrolet,excellent,4 cylinders,gas,0.30666416954796,automatic,4wd,mid-size,SUV,silver,10303
16627,florence,0.5798647499560347,ram,good,8 cylinders,gas,-0.9582421529254773,automatic,4wd,full-size,SUV,black,54243
16628,detroit metro,0.4532558335889725,ford,like new,8 cylinders,gas,-1.8504149673943429,automatic,4wd,full-size,truck,white,30330
16629,dallas / fort worth,0.3899513754054414,honda,excellent,4 cylinders,gas,-0.20413444270092168,automatic,fwd,compact,sedan,blue,4538
16630,louisville,-0.05317983187927637,chevrolet,excellent,6 cylinders,diesel,0.23965228857794152,automatic,4wd,full-size,SUV,black,6555
16631,rhode island,-0.05317983187927637,chevrolet,excellent,6 cylinders,other,0.34609684843316896,automatic,fwd,full-size,SUV,silver,19828
16632,new haven,-0.4963110391639941,ram,like new,8 cylinders,gas,0.9309416445749881,automatic,4wd,full-size,truck,grey,13699
16633,dallas / fort worth,0.20003800085484805,ford,excellent,6 cylinders,gas,0.004696425323233805,automatic,4wd,mid-size,SUV,black,25343
16634,new york city,0.010124626304254735,honda,excellent,6 cylinders,gas,0.16337406625753947,automatic,fwd,compact,sedan,silver,2565
16635,roseburg,0.010124626304254735,chevrolet,excellent,4 cylinders,gas,0.34060129927463856,automatic,fwd,full-size,sedan,brown,4306
16636,fargo / moorhead,0.4532558335889725,buick,excellent,4 cylinders,gas,-0.2007187475316197,automatic,fwd,full-size,sedan,silver,5730
16637,greenville / upstate,0.13673354267131696,ford,excellent,6 cylinders,diesel,-0.37721887712159013,automatic,4wd,full-size,truck,black,18886
16638,maine,0.4532558335889725,jeep,excellent,6 cylinders,gas,-0.5226733813113703,manual,4wd,mid-size,SUV,black,9675
16639,tampa bay area,0.3899513754054414,ford,fair,8 cylinders,gas,0.3641729778192274,automatic,fwd,full-size,sedan,black,14959
16640,milwaukee,-0.4963110391639941,ford,fair,8 cylinders,gas,-0.15147862707118726,manual,rwd,full-size,pickup,green,2022
16641,new york city,0.3899513754054414,subaru,fair,6 cylinders,gas,1.3207705378080958,automatic,4wd,mid-size,SUV,blue,32466
16642,bakersfield,0.3899513754054414,honda,excellent,4 cylinders,gas,-0.008036339342530492,automatic,fwd,compact,sedan,blue,5774
16643,los angeles,0.4532558335889725,honda,like new,4 cylinders,gas,-0.7468579682153584,other,fwd,full-size,sedan,blue,25966
16644,"washington, DC",0.32664691722191025,nissan,excellent,4 cylinders,gas,-0.14508688066526573,automatic,fwd,mid-size,sedan,black,4059
16645,toledo,0.5798647499560347,fiat,excellent,4 cylinders,gas,-0.06360056868077947,manual,fwd,compact,hatchback,blue,8143
16646,san diego,0.26334245903837916,hyundai,like new,4 cylinders,gas,1.0376736639246618,automatic,4wd,full-size,SUV,black,8618
16647,tucson,-0.4963110391639941,mitsubishi,excellent,4 cylinders,gas,-0.3162943736810207,automatic,fwd,mid-size,sedan,green,5413
16648,knoxville,0.010124626304254735,bmw,excellent,6 cylinders,gas,0.35292823877177293,automatic,rwd,mid-size,sedan,silver,6549
16649,phoenix,0.4532558335889725,ford,like new,8 cylinders,gas,-1.5212062087253322,automatic,rwd,full-size,truck,grey,39681
16650,watertown,0.07342908448778585,jeep,excellent,6 cylinders,gas,0.7267439472260243,automatic,4wd,full-size,SUV,silver,9504
16651,fargo / moorhead,0.4532558335889725,toyota,excellent,6 cylinders,gas,-1.5405674511453855,manual,fwd,full-size,coupe,black,34170
